2.625000, 3519.924305 
2.700000, 2706.897755 
2.775000, 2094.895104 
2.850000, 1630.909300 
2.925000, 1276.765749 
3.000000, 1004.739624 
3.075000, 794.534414 
3.150000, 631.179114 
3.225000, 503.551547 
3.300000, 403.332517 
3.375000, 324.259049 
3.450000, 261.587073 
3.525000, 211.701938 
3.600000, 171.834107 
3.675000, 139.850234 
3.750000, 114.098645 
3.825000, 93.294359 
3.900000, 76.433026 
3.975000, 62.726147 
4.050000, 51.552048 
4.125000, 42.418591 
4.200000, 34.934663 
4.275000, 28.788279 
4.350000, 23.729683 
4.425000, 19.558252 
4.500000, 16.112301 
4.575000, 13.261117 
4.650000, 10.898711 
4.725000, 8.938889 
4.800000, 7.311367 
4.875000, 5.958678 
4.950000, 4.833723 
5.025000, 3.897800 
5.100000, 3.119039 
5.175000, 2.471138 
5.250000, 1.932343 
5.325000, 1.484627 
5.400000, 1.113022 
5.475000, 0.805081 
5.550000, 0.550433 
5.625000, 0.340424 
5.700000, 0.167822 
5.775000, 0.026575 
5.850000, -0.088387 
5.925000, -0.181319 
6.000000, -0.255793 
6.075000, -0.314811 
6.150000, -0.360900 
6.225000, -0.396187 
6.300000, -0.422465 
6.375000, -0.441242 
6.450000, -0.453793 
6.525000, -0.461191 
6.600000, -0.464343 
6.675000, -0.464012 
6.750000, -0.460841 
6.825000, -0.455374 
6.900000, -0.448066 
6.975000, -0.439302 
7.050000, -0.429405 
7.125000, -0.418645 
7.200000, -0.407249 
7.275000, -0.395405 
7.350000, -0.383271 
7.425000, -0.370978 
7.500000, -0.358632 
7.575000, -0.346323 
7.650000, -0.334123 
7.725000, -0.322090 
7.800000, -0.310270 
7.875000, -0.298700 
7.950000, -0.287409 
8.025000, -0.276419 
8.100000, -0.265744 
8.175000, -0.255396 
8.250000, -0.245382 
8.325000, -0.235705 
8.400000, -0.226365 
8.475000, -0.217360 
8.550000, -0.208688 
8.625000, -0.200342 
8.700000, -0.192317 
8.775000, -0.184606 
8.850000, -0.177199 
8.925000, -0.170090 
9.000000, -0.163268 
9.075000, -0.156724 
9.150000, -0.150450 
9.225000, -0.144435 
9.300000, -0.138671 
9.375000, -0.133148 
9.450000, -0.127857 
9.525000, -0.122788 
9.600000, -0.117934 
9.675000, -0.113284 
9.750000, -0.108831 
9.825000, -0.104567 
9.900000, -0.100483 
9.975000, -0.096572 
10.050000, -0.092827 
10.125000, -0.089240 
10.200000, -0.085805 
10.275000, -0.082515 
10.350000, -0.079364 
10.425000, -0.076345 
10.500000, -0.073453 
10.575000, -0.070682 
10.650000, -0.068026 
10.725000, -0.065482 
10.800000, -0.063043 
10.875000, -0.060706 
10.950000, -0.058465 
11.025000, -0.056316 
11.100000, -0.054256 
11.175000, -0.052280 
11.250000, -0.050384 
11.325000, -0.048566 
11.400000, -0.046821 
11.475000, -0.045147 
11.550000, -0.043541 
11.625000, -0.041998 
11.700000, -0.040517 
11.775000, -0.039096 
11.850000, -0.037730 
11.925000, -0.036419 
12.000000, -0.035159 
12.075000, -0.033948 
12.150000, -0.032784 
12.225000, -0.031666 
12.300000, -0.030591 
12.375000, -0.029558 
12.450000, -0.028564 
12.525000, -0.027608 
12.600000, -0.026688 
12.675000, -0.025803 
12.750000, -0.024952 
12.825000, -0.024133 
12.900000, -0.023344 
12.975000, -0.022585 
13.050000, -0.021853 
13.125000, -0.021149 
13.200000, -0.020471 
13.275000, -0.019818 
13.350000, -0.019188 
13.425000, -0.018581 
13.500000, -0.017996 
13.575000, -0.017433 
13.650000, -0.016889 
13.725000, -0.016365 
13.800000, -0.015859 
13.875000, -0.015371 
13.950000, -0.014901 
14.025000, -0.014447 
14.100000, -0.014009 
14.175000, -0.013586 
14.250000, -0.013178 
14.325000, -0.012783 
14.400000, -0.012403 
14.475000, -0.012035 
14.550000, -0.011680 
14.625000, -0.011337 
14.700000, -0.011005 
14.775000, -0.010685 
14.850000, -0.010375 
14.925000, -0.010076 
