1 15.100000 784199151.636818 47115803163.580551  
2 15.110000 442298933.072621 24161563853.370411  
3 15.120000 262197519.743831 13131416634.885767  
4 15.130000 162068365.645063 7493461007.678827  
5 15.140000 103807937.310013 4457530776.022462  
6 15.150000 68562961.638545 2748245057.596023  
7 15.160000 46510751.203284 1748062536.634475  
8 15.170000 32300814.013612 1142762011.075848  
9 15.180000 22903569.381150 765404222.157627  
10 15.190000 16544174.397416 523868145.633575  
11 15.200000 12151009.945579 365581845.228230  
12 15.210000 9059395.250766 259630327.680192  
13 15.220000 6846968.635996 187338067.019478  
14 15.230000 5239423.652186 137145829.354829  
15 15.240000 4055045.142718 101739519.406813  
16 15.250000 3171261.429943 76397194.165672  
17 15.260000 2504016.272366 58013788.455171  
18 15.270000 1994783.697530 44512657.586983  
19 15.280000 1602238.752428 34483139.610999  
20 15.290000 1296821.376283 26953057.391727  
21 15.300000 1057131.203803 21243399.359925  
22 15.310000 867500.860606 16873975.246969  
23 15.320000 716339.811232 13501234.968254  
24 15.330000 594989.447452 10876705.608626  
25 15.340000 496922.027012 8818842.610303  
26 15.350000 417173.847409 7193729.873045  
27 15.360000 351939.901809 5901693.375867  
28 15.370000 298281.117717 4867915.083135  
29 15.380000 253910.919980 4035784.082872  
30 15.390000 217038.243982 3362141.041460  
31 15.400000 186251.100500 2813845.671727  
32 15.410000 160429.531547 2365277.659012  
33 15.420000 138680.048459 1996502.238644  
34 15.430000 120285.897634 1691913.146442  
35 15.440000 104669.076634 1439221.268290  
36 15.450000 91361.136946 1228695.603136  
37 15.460000 79980.602553 1052589.759433  
38 15.470000 70215.402611 904705.853617  
39 15.480000 61809.128141 780060.858769  
40 15.490000 54550.222650 674629.839750  
41 15.500000 48263.436676 585147.249055  
42 15.510000 42803.038862 508952.328441  
43 15.520000 38047.397057 443868.206825  
44 15.530000 33894.633402 388106.882700  
45 15.540000 30259.125382 340194.194882  
46 15.550000 27068.676372 298910.306446  
47 15.560000 24262.218366 263242.287108  
48 15.570000 21787.939582 232346.175072  
49 15.580000 19601.752671 205516.499713  
50 15.590000 17666.037060 182161.701808  
51 15.600000 15948.602808 161784.235067  
52 15.610000 14421.834078 143964.398548  
53 15.620000 13061.978824 128347.154074  
54 15.630000 11848.557875 114631.340883  
55 15.640000 10763.871867 102560.822471  
56 15.650000 9792.588628 91917.196305  
57 15.660000 8921.396893 82513.771946  
58 15.670000 8138.714907 74190.582036  
59 15.680000 7434.444553 66810.236998  
60 15.690000 6799.763368 60254.471090  
61 15.700000 6226.948157 54421.256664  
62 15.710000 5709.225059 49222.386776  
63 15.720000 5240.641778 44581.444930  
64 15.730000 4815.958475 40432.095714  
65 15.740000 4430.554367 36716.642108  
66 15.750000 4080.347618 33384.805005  
67 15.760000 3761.726475 30392.688339  
68 15.770000 3471.489952 27701.899658  
69 15.780000 3206.796637 25278.801145  
70 15.790000 2965.120432 23093.870413  
71 15.800000 2744.212192 21121.153851  
72 15.810000 2542.066451 19337.798188  
73 15.820000 2356.892470 17723.648298  
74 15.830000 2187.089036 16260.901220  
75 15.840000 2031.222465 14933.807985  
76 15.850000 1888.007380 13728.416183  
77 15.860000 1756.289885 12632.347300  
78 15.870000 1635.032817 11634.603807  
79 15.880000 1523.302789 10725.401741  
80 15.890000 1420.258802 9896.025165  
81 15.900000 1325.142208 9138.699455  
82 15.910000 1237.267870 8446.480794  
83 15.920000 1156.016339 7813.159660  
84 15.930000 1080.826948 7233.176410  
85 15.940000 1011.191687 6701.547325  
86 15.950000 946.649780 6213.799742  
87 15.960000 886.782861 5765.915066  
88 15.970000 831.210691 5354.278635  
89 15.980000 779.587346 4975.635566  
90 15.990000 731.597814 4627.051803  
91 16.000000 686.954966 4305.879721  
92 16.010000 645.396845 4009.727707  
93 16.020000 606.684243 3736.433228  
94 16.030000 570.598533 3484.038964  
95 16.040000 536.939726 3250.771615  
96 16.050000 505.524722 3035.023078  
97 16.060000 476.185748 2835.333703  
98 16.070000 448.768951 2650.377380  
99 16.080000 423.133122 2478.948240  
100 16.090000 399.148564 2319.948794  
101 16.100000 376.696056 2172.379330  
102 16.110000 355.665925 2035.328431  
103 16.120000 335.957206 1907.964488  
104 16.130000 317.476884 1789.528096  
105 16.140000 300.139205 1679.325223  
106 16.150000 283.865056 1576.721092  
107 16.160000 268.581397 1481.134667  
108 16.170000 254.220749 1392.033707  
109 16.180000 240.720735 1308.930296  
110 16.190000 228.023648 1231.376834  
111 16.200000 216.076072 1158.962401  
112 16.210000 204.828531 1091.309490  
113 16.220000 194.235170 1028.071049  
114 16.230000 184.253463 968.927803  
115 16.240000 174.843946 913.585835  
116 16.250000 165.969980 861.774391  
117 16.260000 157.597524 813.243898  
118 16.270000 149.694935 767.764150  
119 16.280000 142.232782 725.122683  
120 16.290000 135.183676 685.123277  
121 16.300000 128.522115 647.584608  
122 16.310000 122.224341 612.339015  
123 16.320000 116.268210 579.231379  
124 16.330000 110.633067 548.118102  
125 16.340000 105.299644 518.866177  
126 16.350000 100.249951 491.352331  
127 16.360000 95.467186 465.462258  
128 16.370000 90.935648 441.089901  
129 16.380000 86.640658 418.136808  
130 16.390000 82.568486 396.511538  
131 16.400000 78.706285 376.129115  
132 16.410000 75.042025 356.910533  
133 16.420000 71.564440 338.782296  
134 16.430000 68.262973 321.676004  
135 16.440000 65.127726 305.527963  
136 16.450000 62.149418 290.278838  
137 16.460000 59.319338 275.873323  
138 16.470000 56.629312 262.259847  
139 16.480000 54.071662 249.390296  
140 16.490000 51.639176 237.219764  
