1 15.100000 119509263119590.562500 10764744942670664.000000  
2 15.110000 50645826424451.492188 4147523679036123.000000  
3 15.120000 23127200285236.449219 1736262517738743.000000  
4 15.130000 11244515289993.898438 779303442430346.125000  
5 15.140000 5767072483325.508789 371169405293759.000000  
6 15.150000 3097158324825.083984 186059774349365.187500  
7 15.160000 1731338903823.565918 97516464850729.171875  
8 15.170000 1002533789011.260986 53149771155950.539062  
9 15.180000 598913814250.670288 29990143304845.562500  
10 15.190000 367885116792.074097 17453426591305.447266  
11 15.200000 231687499060.493713 10443114015376.412109  
12 15.210000 149237178835.566010 6406936702614.408203  
13 15.220000 98112617236.994904 4020963385630.985840  
14 15.230000 65713856326.143982 2576275205358.221680  
15 15.240000 44769781663.502609 1682178295802.638428  
16 15.250000 30981677672.363167 1117630705436.875732  
17 15.260000 21751234910.154598 754534395799.245605  
18 15.270000 15475667757.938183 516998318945.136475  
19 15.280000 11147574927.920761 359137578740.197632  
20 15.290000 8122697711.127164 252682820741.886871  
21 15.300000 5982335316.920720 179911042398.979950  
22 15.310000 4450274035.331138 129529366175.054398  
23 15.320000 3341737483.752826 94232420564.759521  
24 15.330000 2531494530.742420 69227049586.606094  
25 15.340000 1933626980.271084 51326456427.140831  
26 15.350000 1488508195.908242 38385338832.030167  
27 15.360000 1154308733.157814 28942518758.912704  
28 15.370000 901384343.271175 21991747399.475368  
29 15.380000 708523688.745152 16832816916.254387  
30 15.390000 560411034.097651 12973663252.703791  
31 15.400000 445892115.860316 10065256385.556433  
32 15.410000 356776923.878859 7857825676.832111  
33 15.420000 287005211.166691 6171125705.785506  
34 15.430000 232059525.834530 4874041458.798943  
35 15.440000 188548765.203732 3870469283.649094  
36 15.450000 153910274.148793 3089455932.842474  
37 15.460000 126195067.147675 2478253428.043640  
38 15.470000 103911818.194733 1997388198.869359  
39 15.480000 85912726.491519 1617133404.946524  
40 15.490000 71309445.826835 1314966598.218345  
41 15.500000 59410752.797387 1073724626.008695  
42 15.510000 49676042.538789 880255540.962376  
43 15.520000 41680424.154645 724427284.312929  
44 15.530000 35088371.184113 598394207.868469  
45 15.540000 29633719.951414 496051144.064696  
46 15.550000 25104405.578099 412624746.004769  
47 15.560000 21330753.741000 344365900.078678  
48 15.570000 18176455.529854 288316987.921807  
49 15.580000 15531577.452559 242134885.813198  
50 15.590000 13307122.849002 203955691.644119  
51 15.600000 11430781.670722 172290852.166825  
52 15.610000 9843594.783209 145947036.762465  
53 15.620000 8497325.219567 123964055.845071  
54 15.630000 7352378.303986 105566554.770772  
55 15.640000 6376149.703646 90126271.329431  
56 15.650000 5541708.473337 77132428.947456  
57 15.660000 4826743.372354 66168422.051901  
58 15.670000 4212716.876637 56893387.581321  
59 15.680000 3684183.646238 49027585.755632  
60 15.690000 3228239.676158 42340761.896910  
61 15.700000 2834075.654140 36642849.798449  
62 15.710000 2492613.692772 31776520.932891  
63 15.720000 2196210.985955 27611193.804899  
64 15.730000 1938417.355799 24038202.255758  
65 15.740000 1713776.328179 20966886.680886  
66 15.750000 1517661.472760 18321422.542935  
67 15.760000 1346141.395525 16038239.724746  
68 15.770000 1195868.077457 14063916.789019  
69 15.780000 1063984.288176 12353458.081982  
70 15.790000 948046.626553 10868880.348387  
71 15.800000 845961.397004 9578050.269077  
72 15.810000 755931.055570 8453725.975020  
73 15.820000 676409.381469 7472764.813623  
74 15.830000 606063.869012 6615466.969249  
75 15.840000 543744.108484 5865030.377014  
76 15.850000 488455.146007 5207097.032745  
77 15.860000 439334.992011 4629374.538766  
78 15.870000 395635.593975 4121319.727109  
79 15.880000 356706.708179 3673873.619835  
80 15.890000 321982.202498 3279238.938838  
81 15.900000 290968.401946 2930692.958376  
82 15.910000 263234.154135 2622429.776548  
83 15.920000 238402.345637 2349427.125642  
84 15.930000 216142.644647 2107333.692311  
85 15.940000 196165.282043 1892373.614087  
86 15.950000 178215.713320 1701265.388431  
87 15.960000 162070.029111 1531152.898195  
88 15.970000 147531.002975 1379546.642103  
89 15.980000 134424.682619 1244273.576000  
90 15.990000 122597.445295 1123434.232605  
91 16.000000 111913.450343 1015366.004369  
92 16.010000 102252.432046 918611.653857  
93 16.020000 93507.784578 831892.265525  
94 16.030000 85584.898033 754083.977153  
95 16.040000 78399.710602 684197.932969  
96 16.050000 71877.447105 621362.987181  
97 16.060000 65951.518425 564810.759192  
98 16.070000 60562.560066 513862.702627  
99 16.080000 55657.591161 467918.901415  
100 16.090000 51189.277912 426448.349121  
101 16.100000 47115.287711 388980.504001  
102 16.110000 43397.722066 355097.942806  
103 16.120000 40002.618148 324429.962211  
104 16.130000 36899.510120 296646.998647  
105 16.140000 34061.042655 271455.755865  
106 16.150000 31462.630031 248594.945319  
107 16.160000 29082.155112 227831.557879  
108 16.170000 26899.703242 208957.596785  
109 16.180000 24897.326767 191787.211489  
110 16.190000 23058.836430 176154.180374  
111 16.200000 21369.616382 161909.697427  
112 16.210000 19816.459975 148920.424041  
113 16.220000 18387.423852 137066.772364  
114 16.230000 17071.698168 126241.391073  
115 16.240000 15859.491047 116347.828322  
116 16.250000 14741.925616 107299.349935  
117 16.260000 13710.948167 99017.893770  
118 16.270000 12759.246155 91433.143652  
119 16.280000 11880.174932 84481.708409  
120 16.290000 11067.692202 78106.393384  
121 16.300000 10316.299366 72255.553407  
122 16.310000 9620.988949 66882.517577  
123 16.320000 8977.197473 61945.077423  
124 16.330000 8380.763154 57405.031057  
125 16.340000 7827.887904 53227.776831  
126 16.350000 7315.103180 49381.950804  
127 16.360000 6839.239252 45839.103028  
