2.625000, 2.651450 
2.700000, 1.920081 
2.775000, 1.386814 
2.850000, 0.996523 
2.925000, 0.710053 
3.000000, 0.499382 
3.075000, 0.344322 
3.150000, 0.230236 
3.225000, 0.146451 
3.300000, 0.085139 
3.375000, 0.040534 
3.450000, 0.008371 
3.525000, -0.014523 
3.600000, -0.030509 
3.675000, -0.041357 
3.750000, -0.048390 
3.825000, -0.052603 
3.900000, -0.054746 
3.975000, -0.055382 
4.050000, -0.054934 
4.125000, -0.053722 
4.200000, -0.051985 
4.275000, -0.049902 
4.350000, -0.047606 
4.425000, -0.045197 
4.500000, -0.042747 
4.575000, -0.040309 
4.650000, -0.037918 
4.725000, -0.035603 
4.800000, -0.033380 
4.875000, -0.031259 
4.950000, -0.029248 
5.025000, -0.027347 
5.100000, -0.025559 
5.175000, -0.023879 
5.250000, -0.022306 
5.325000, -0.020834 
5.400000, -0.019460 
5.475000, -0.018178 
5.550000, -0.016983 
5.625000, -0.015870 
5.700000, -0.014834 
5.775000, -0.013869 
5.850000, -0.012972 
5.925000, -0.012136 
6.000000, -0.011359 
6.075000, -0.010637 
6.150000, -0.009964 
6.225000, -0.009338 
6.300000, -0.008755 
6.375000, -0.008212 
6.450000, -0.007706 
6.525000, -0.007235 
6.600000, -0.006796 
6.675000, -0.006387 
6.750000, -0.006005 
6.825000, -0.005649 
6.900000, -0.005316 
6.975000, -0.005006 
7.050000, -0.004715 
7.125000, -0.004444 
7.200000, -0.004190 
7.275000, -0.003953 
7.350000, -0.003731 
7.425000, -0.003523 
7.500000, -0.003328 
7.575000, -0.003145 
7.650000, -0.002974 
7.725000, -0.002813 
7.800000, -0.002662 
7.875000, -0.002521 
7.950000, -0.002388 
8.025000, -0.002263 
8.100000, -0.002145 
8.175000, -0.002034 
8.250000, -0.001930 
8.325000, -0.001832 
8.400000, -0.001740 
8.475000, -0.001653 
8.550000, -0.001571 
8.625000, -0.001493 
8.700000, -0.001420 
8.775000, -0.001351 
8.850000, -0.001286 
8.925000, -0.001225 
9.000000, -0.001166 
9.075000, -0.001111 
9.150000, -0.001059 
9.225000, -0.001010 
9.300000, -0.000964 
9.375000, -0.000919 
9.450000, -0.000878 
9.525000, -0.000838 
9.600000, -0.000800 
9.675000, -0.000765 
9.750000, -0.000731 
9.825000, -0.000699 
9.900000, -0.000668 
9.975000, -0.000639 
10.050000, -0.000612 
10.125000, -0.000586 
10.200000, -0.000561 
10.275000, -0.000537 
10.350000, -0.000515 
10.425000, -0.000493 
10.500000, -0.000473 
10.575000, -0.000454 
10.650000, -0.000435 
10.725000, -0.000417 
10.800000, -0.000401 
10.875000, -0.000385 
10.950000, -0.000369 
11.025000, -0.000355 
11.100000, -0.000341 
11.175000, -0.000328 
11.250000, -0.000315 
11.325000, -0.000303 
11.400000, -0.000291 
11.475000, -0.000280 
11.550000, -0.000269 
11.625000, -0.000259 
11.700000, -0.000250 
11.775000, -0.000240 
11.850000, -0.000232 
11.925000, -0.000223 
12.000000, -0.000215 
12.075000, -0.000207 
12.150000, -0.000200 
12.225000, -0.000193 
12.300000, -0.000186 
12.375000, -0.000179 
12.450000, -0.000173 
12.525000, -0.000167 
12.600000, -0.000161 
12.675000, -0.000155 
12.750000, -0.000150 
12.825000, -0.000145 
12.900000, -0.000140 
12.975000, -0.000135 
13.050000, -0.000131 
13.125000, -0.000126 
13.200000, -0.000122 
13.275000, -0.000118 
13.350000, -0.000114 
13.425000, -0.000110 
13.500000, -0.000107 
13.575000, -0.000103 
13.650000, -0.000100 
13.725000, -0.000097 
13.800000, -0.000094 
13.875000, -0.000091 
13.950000, -0.000088 
14.025000, -0.000085 
14.100000, -0.000082 
14.175000, -0.000080 
14.250000, -0.000077 
14.325000, -0.000075 
14.400000, -0.000073 
14.475000, -0.000071 
14.550000, -0.000068 
14.625000, -0.000066 
14.700000, -0.000064 
14.775000, -0.000062 
14.850000, -0.000061 
14.925000, -0.000059 
